source_id,relation,target_id
u439062828,follow,u601256893
u439062828,follow,u1205923694
u440128266,follow,u37539436
u440128266,follow,u55819049
u440128266,follow,u56326516
u440128266,follow,u92403540
u440128266,follow,u104566770
u440128266,follow,u120720544
u440128266,follow,u178507135
u440128266,follow,u215216086
u440128266,follow,u361097511
u440128266,follow,u425380217
u440128266,follow,u471093612
u440128266,follow,u600090702
u440128266,follow,u977265403
u440184518,follow,u38002859
u440184518,follow,u92403540
u440184518,follow,u140030010
u440184518,follow,u279557700
u440184518,follow,u401502696
u440184518,follow,u416157197
u440184518,follow,u425380217
u440184518,follow,u503425054
u440691931,follow,u3610511
u443896569,follow,u3610511
u444833485,follow,u7046912
u444833485,follow,u56326516
u445761780,follow,u232560751
u446143453,follow,u242341704
u446143453,follow,u298459779
u446143453,follow,u327900613
u446143453,follow,u471533963
u446143453,follow,u558489220
u446987691,follow,u566141260
u447241184,follow,u213061611
u447241184,follow,u215216086
u447241184,follow,u437007483
u450630648,follow,u15271419
u450630648,follow,u74156552
u450630648,follow,u82068999
u450630648,follow,u84596057
u450630648,follow,u120720544
u450630648,follow,u183148817
u450630648,follow,u215216086
u450630648,follow,u232560751
u450630648,follow,u270472440
u450630648,follow,u349204176
u450630648,follow,u388348486
u450630648,follow,u451370524
u450630648,follow,u510047880
u450630648,follow,u522582939
u450630648,follow,u563022345
u450630648,follow,u585968039
u450630648,follow,u600090702
u450630648,follow,u702727668
u450630648,follow,u825336607
u450630648,follow,u876501625
u450630648,follow,u986163288
u450630648,follow,u1205795042
u450747981,follow,u92403540
u450747981,follow,u197347453
u450747981,follow,u326054560
u450747981,follow,u413332388
u450747981,follow,u470379248
u450747981,follow,u974190704
u451033303,follow,u81056258
u451033303,follow,u84596057
u451033303,follow,u86525417
u451033303,follow,u111924058
u451033303,follow,u117708359
u451033303,follow,u136622745
u451033303,follow,u173164569
u451033303,follow,u173662542
u451033303,follow,u215216086
u451033303,follow,u216522413
u451033303,follow,u291403211
u451033303,follow,u295168932
u451033303,follow,u341339579
u451033303,follow,u349204176
u451033303,follow,u380172348
u451033303,follow,u407818010
u451033303,follow,u415073613
u451033303,follow,u422226730
u451033303,follow,u423613846
u451033303,follow,u502315142
u451033303,follow,u510047880
u451033303,follow,u547680256
u451033303,follow,u549083012
u451033303,follow,u560223770
u451033303,follow,u630544784
u451033303,follow,u632742781
u451033303,follow,u702727668
u451033303,follow,u889616856
u451033303,follow,u991254878
u451370524,follow,u117755159
u451370524,follow,u134803800
u451370524,follow,u215216086
u451370524,follow,u292565648
u451370524,follow,u315436528
u451370524,follow,u349204176
u451370524,follow,u364323869
u451370524,follow,u450630648
u451370524,follow,u600090702
u451370524,follow,u707526853
u451370524,follow,u825336607
u451370524,follow,u835342567
u451370524,follow,u1072217274
u451397835,follow,u382178634
u451397835,follow,u406907214
u451597109,follow,u92403540
u453034522,follow,u92403540
u453238264,follow,u92403540
u453885595,follow,u851233315
u453885595,follow,u920600658
u454200724,follow,u76286424
u454200724,follow,u92403540
u454200724,follow,u327900613
u454318003,follow,u92403540
u455266133,follow,u92403540
u455266133,follow,u104897833
u455266133,follow,u262898875
u455266133,follow,u835342567
u455266133,follow,u868757713
u455340385,follow,u38002859
u455340385,follow,u92403540
u455340385,follow,u425380217
u455340385,follow,u464790896
u455340385,follow,u487416678
u455651875,follow,u140030010
u455651875,follow,u406907214
u455775628,follow,u6067292
u455775628,follow,u84596057
u455775628,follow,u110273768
u455775628,follow,u113746083
u455775628,follow,u120720544
u455775628,follow,u154588620
u455775628,follow,u178507135
u455775628,follow,u183148817
u455775628,follow,u210459173
u455775628,follow,u272876921
u455775628,follow,u279557700
u455775628,follow,u321266890
u455775628,follow,u380172348
u455775628,follow,u407101499
u455775628,follow,u415073613
u455775628,follow,u416194495
u455775628,follow,u422226730
u455775628,follow,u425380217
u455775628,follow,u425840466
u460985875,follow,u92403540
u460985875,follow,u134803800
u460985875,follow,u216522413
u460985875,follow,u221173559
u461010838,follow,u835342567
u461425627,follow,u22203964
u461425627,follow,u38972677
u461425627,follow,u92403540
u462971394,follow,u92403540
u464790896,follow,u455340385
u464790896,follow,u517400735
u464858061,follow,u835342567
u465298629,follow,u92403540
u465298629,follow,u599940695
u465433625,follow,u425380217
u465433625,follow,u878747629
u466489818,follow,u7046912
u466489818,follow,u29646177
u466489818,follow,u194896850
u466686655,follow,u471093612
u466712165,follow,u92403540
u466712165,follow,u533130509
u466756548,follow,u92403540
u468198674,follow,u134526134
u468198674,follow,u178507135
u469128515,follow,u104566770
u469218793,follow,u23847948
u469218793,follow,u42754744
u469218793,follow,u48989220
u469218793,follow,u62364690
u469218793,follow,u84561646
u469218793,follow,u187536784
u469218793,follow,u215216086
u469218793,follow,u295788103
u469218793,follow,u326054560
u469218793,follow,u563022345
u469218793,follow,u908843828
u469454275,follow,u140030010
u469454275,follow,u437363242
u470227974,follow,u92403540
u470232795,follow,u437007483
u470379248,follow,u51150318
u470379248,follow,u56345134
u470379248,follow,u74156552
u470379248,follow,u92403540
u470379248,follow,u105429377
u470379248,follow,u198418075
u470379248,follow,u293394867
u470379248,follow,u425380217
u470379248,follow,u450747981
u470379248,follow,u546039069
u471093612,follow,u22015750
u471093612,follow,u48182327
u471093612,follow,u51037293
u471093612,follow,u77165019
u471093612,follow,u81056258
u471093612,follow,u81915249
u471093612,follow,u168761446
u471093612,follow,u212175167
u471093612,follow,u320880780
u471093612,follow,u365622635
u471093612,follow,u374488191
u471093612,follow,u380319760
u471093612,follow,u415073613
u471093612,follow,u416157197
u471093612,follow,u425840466
u471093612,follow,u427674701
u471093612,follow,u987068240
u471422290,follow,u46334699
u471422290,follow,u160466484
u471422290,follow,u413917055
u471533963,follow,u446143453
u471992869,follow,u48989220
u471992869,follow,u74156552
u471992869,follow,u160466484
u471992869,follow,u226197498
u471992869,follow,u272876921
u471992869,follow,u308672071
u471992869,follow,u353768504
u471992869,follow,u425380217
u471992869,follow,u426178907
u471992869,follow,u706819428
u472778739,follow,u105429377
u472778739,follow,u206615715
u472778739,follow,u632742781
u472778739,follow,u835342567
u473043012,follow,u92403540
u474043803,follow,u932445193
u475246008,follow,u53025684
u475246008,follow,u215216086
u475246008,follow,u600090702
u475693524,follow,u92403540
u477660093,follow,u92403540
u479451474,follow,u92403540
u479725767,follow,u406907214
u479725767,follow,u425380217
u479815906,follow,u71522541
u479832822,follow,u92403540
u480715104,follow,u92403540
u480715104,follow,u517400735
u480715104,follow,u547680256
u480715104,follow,u632742781
u481648575,follow,u92403540
u482131412,follow,u92403540
u482148232,follow,u92403540
u482148232,follow,u120720544
u482157356,follow,u92403540
u483836463,follow,u104566770
u483836463,follow,u1070376564
u483838785,follow,u117755159
u483838785,follow,u197347453
u483838785,follow,u702445104
u484179231,follow,u92403540
u484179231,follow,u599940695
u484179231,follow,u737616414
u486598436,follow,u92403540
u486966473,follow,u243891976
u486966473,follow,u388842116
u486991172,follow,u599940695
u487416678,follow,u22203964
u487416678,follow,u69892452
u487416678,follow,u126737626
u487416678,follow,u131435310
u487416678,follow,u331312863
u487416678,follow,u370850929
u487416678,follow,u437007483
u487416678,follow,u455340385
u487416678,follow,u491690867
u487880355,follow,u216522413
u488706826,follow,u92403540
u488706826,follow,u105429377
u488706826,follow,u425380217
u488706826,follow,u599940695
u488706826,follow,u629661106
u488706826,follow,u835342567
u489345934,follow,u104566770
u489345934,follow,u110273768
u489345934,follow,u115955798
u489345934,follow,u120720544
u490480487,follow,u95243555
u490480487,follow,u207070244
u491690867,follow,u92403540
u491690867,follow,u487416678
u491690867,follow,u835342567
u493462829,follow,u92403540
u493847017,follow,u215216086
u494266249,follow,u604758810
u495045945,follow,u92403540
u495053365,follow,u425380217
u495077879,follow,u160466484
u495077879,follow,u353768504
u495077879,follow,u835342567
u496144150,follow,u78116487
u496144150,follow,u92403540
u496295496,follow,u22985259
u496968634,follow,u706819428
u497302053,follow,u92403540
u497302053,follow,u425380217
u498814013,follow,u92403540
u499933271,follow,u104818930
u499933271,follow,u153324815
u499933271,follow,u187536784
u499996521,follow,u92403540
u499996521,follow,u885222252
u501066121,follow,u226197498
u501066121,follow,u426178907
u501066121,follow,u436612105
u501066121,follow,u471992869
u501066121,follow,u522582939
u501094162,follow,u383292062
u502315142,follow,u29646177
u502315142,follow,u56345134
u502315142,follow,u104566770
u502315142,follow,u136622745
u502315142,follow,u160466484
u502315142,follow,u215216086
u502315142,follow,u425263052
u502315142,follow,u425380217
u502315142,follow,u451033303
u502315142,follow,u522582939
u502315142,follow,u563022345
u502315142,follow,u632742781
u502315142,follow,u706819428
u502315142,follow,u825336607
u502315142,follow,u835342567
u502315142,follow,u964996225
u502315142,follow,u1072217274
u503425054,follow,u15271419
u503425054,follow,u29646177
u503425054,follow,u440184518
u503425054,follow,u585968039
u503425054,follow,u934949900
u504944262,follow,u327900613
u506055335,follow,u174762418
u506501965,follow,u544470195
u507498746,follow,u125088832
u509320296,follow,u56345134
u509320296,follow,u632742781
u510047880,follow,u15271419
u510047880,follow,u56326516
u510047880,follow,u72890647
u510047880,follow,u82068999
u510047880,follow,u84596057
u510047880,follow,u105429377
u510047880,follow,u120720544
u510047880,follow,u134803800
u510047880,follow,u209733883
u510047880,follow,u210459173
u510047880,follow,u215216086
u510047880,follow,u349204176
u510047880,follow,u351555225
u510047880,follow,u388348486
u510047880,follow,u407101499
u510047880,follow,u422226730
u510047880,follow,u423613846
u510047880,follow,u425263052
u510047880,follow,u450630648
u510047880,follow,u451033303
u510047880,follow,u517883021
u510047880,follow,u547680256
u510047880,follow,u560657748
u510047880,follow,u563022345
u510047880,follow,u585968039
u510047880,follow,u600090702
u510047880,follow,u825336607
u510047880,follow,u835342567
u510047880,follow,u876501625
u510047880,follow,u1052685680
u510047880,follow,u1205795042
u513726022,follow,u14112759
u513726022,follow,u15271419
u513726022,follow,u29646177
u513726022,follow,u56326516
u513726022,follow,u74156552
u513726022,follow,u134803800
u513726022,follow,u201012406
u513726022,follow,u213061611
u513726022,follow,u416351352
u513726022,follow,u418247241
u513726022,follow,u557616612
u513726022,follow,u600090702
u513726022,follow,u851233315
u516038414,follow,u62364690
u516038414,follow,u151590831
u516038414,follow,u564653953
u516038414,follow,u834186096
u517073805,follow,u21770069
u517073805,follow,u92403540
u517073805,follow,u706819428
u517400735,follow,u13260592
u517400735,follow,u92403540
u517400735,follow,u104897833
u517400735,follow,u113746083
u517400735,follow,u170384943
u517400735,follow,u184812764
u517400735,follow,u232560751
u517400735,follow,u235303172
u517400735,follow,u245306807
u517400735,follow,u380319760
u517400735,follow,u415073613
u517400735,follow,u425263052
u517400735,follow,u425380217
u517400735,follow,u436612105
u517400735,follow,u464790896
u517400735,follow,u480715104
u517400735,follow,u522582939
u517400735,follow,u526482947
u517400735,follow,u544470195
u517400735,follow,u547680256
u517400735,follow,u558489220
u517400735,follow,u585849333
u517400735,follow,u585968039
u517400735,follow,u621741580
u517400735,follow,u702727668
u517400735,follow,u825336607
u517400735,follow,u858190442
u517400735,follow,u986163288
u517400735,follow,u1205795042
u517883021,follow,u22985259
u517883021,follow,u160466484
u517883021,follow,u261223538
u517883021,follow,u510047880
u517883021,follow,u868757713
u522582939,follow,u6684602
u522582939,follow,u48989220
u522582939,follow,u53025684
u522582939,follow,u54864334
u522582939,follow,u56326516
u522582939,follow,u82068999
u522582939,follow,u104897833
u522582939,follow,u111924058
u522582939,follow,u113746083
u522582939,follow,u115955798
u522582939,follow,u131435310
u522582939,follow,u173164569
u522582939,follow,u202555952
u522582939,follow,u215216086
u522582939,follow,u226197498
u522582939,follow,u272876921
u522582939,follow,u349204176
u522582939,follow,u406165467
u522582939,follow,u428117425
u522582939,follow,u450630648
u522582939,follow,u502315142
u522582939,follow,u517400735
u522582939,follow,u547680256
u522582939,follow,u555420716
u522582939,follow,u558489220
u522582939,follow,u716206832
u522582939,follow,u835342567
u522582939,follow,u920600658
u522582939,follow,u1065760964
u522925470,follow,u38002859
u522925470,follow,u425380217
u523331583,follow,u706819428
u526482947,follow,u215216086
u526482947,follow,u517400735
u526482947,follow,u835342567
u528501469,follow,u92403540
u531280420,follow,u7046912
u531442979,follow,u425380217
u533130509,follow,u92403540
u533130509,follow,u425380217
u533130509,follow,u466712165
u533552597,follow,u92403540
u533552597,follow,u104897833
u533552597,follow,u386034126
u533552597,follow,u558489220
u533552597,follow,u562250174
u535140940,follow,u84596057
u535140940,follow,u825336607
u535333357,follow,u74156552
u535333357,follow,u92403540
u535333357,follow,u105429377
u535333357,follow,u110273768
u535333357,follow,u140030010
u535333357,follow,u425380217
u535333357,follow,u600090702
u535333357,follow,u1031110604
u538287562,follow,u48182327
u538395588,follow,u259428725
u539143317,follow,u140030010
u540803768,follow,u92403540
u542151024,follow,u878747629
u543301439,follow,u7046912
u543301439,follow,u160466484
u543301439,follow,u600090702
u543727249,follow,u7046912
u543727249,follow,u92403540
u543727249,follow,u194896850
u543727249,follow,u202555952
u543727249,follow,u425840466
u543842787,follow,u92403540
u543842787,follow,u425380217
u544470195,follow,u31102741
u544470195,follow,u92403540
u544470195,follow,u425263052
u544470195,follow,u506501965
u544470195,follow,u599940695
u544470195,follow,u632742781
u544470195,follow,u810793700
u544470195,follow,u885222252
u545291748,follow,u92403540
u546039069,follow,u92403540
u546039069,follow,u380319760
u546039069,follow,u425380217
u546039069,follow,u470379248
u546039069,follow,u787115406
u546367438,follow,u215216086
u546367438,follow,u272876921
u546885822,follow,u613553896
u547477084,follow,u110273768
u547680256,follow,u117755159
u547680256,follow,u120720544
u547680256,follow,u215216086
u547680256,follow,u272876921
u547680256,follow,u349204176
u547680256,follow,u401502696
u547680256,follow,u451033303
u547680256,follow,u480715104
u547680256,follow,u510047880
u547680256,follow,u517400735
u547680256,follow,u522582939
u547680256,follow,u595539789
u547680256,follow,u964996225
u547811916,follow,u212175167
u547811916,follow,u321425967
u548727018,follow,u84596057
u548727018,follow,u174747861
u548727018,follow,u407818010
u548727018,follow,u425263052
u548727018,follow,u562250174
u549083012,follow,u45307775
u549083012,follow,u160466484
u549083012,follow,u187536784
u549083012,follow,u422226730
u549083012,follow,u425138781
u549083012,follow,u451033303
u551056105,follow,u733154665
u551894180,follow,u134803800
u552027659,follow,u613553896
u552190256,follow,u110273768
u552190256,follow,u215216086
u552190256,follow,u792517914
u552190256,follow,u930035833
u552577697,follow,u92403540
u553617306,follow,u173164569
u553617306,follow,u381030516
u554309481,follow,u857857747
u555420716,follow,u104566770
u555420716,follow,u522582939
u555420716,follow,u835342567
u557215750,follow,u163025432
u557215750,follow,u407818010
u557616612,follow,u513726022
u558489220,follow,u6684602
u558489220,follow,u53025684
u558489220,follow,u138322603
u558489220,follow,u197347453
u558489220,follow,u216522413
u558489220,follow,u290723075
u558489220,follow,u446143453
u558489220,follow,u517400735
u558489220,follow,u522582939
u558489220,follow,u533552597
u558489220,follow,u627845498
u558489220,follow,u702727668
u558489220,follow,u750948720
u558489220,follow,u810793700
u558489220,follow,u852611210
u558524379,follow,u202555952
u560223770,follow,u48989220
u560223770,follow,u451033303
u560223770,follow,u632742781
u560657748,follow,u92403540
u560657748,follow,u215216086
u560657748,follow,u425380217
u560657748,follow,u510047880
u562250174,follow,u92403540
u562250174,follow,u181477746
u562250174,follow,u215216086
u562250174,follow,u244625605
u562250174,follow,u388842116
u562250174,follow,u396900261
u562250174,follow,u533552597
u562250174,follow,u548727018
u563022345,follow,u15271419
u563022345,follow,u15873303
u563022345,follow,u22985259
u563022345,follow,u89734891
u563022345,follow,u104897833
u563022345,follow,u109079114
u563022345,follow,u117755159
u563022345,follow,u173164569
u563022345,follow,u197347453
u563022345,follow,u216522413
u563022345,follow,u245306807
u563022345,follow,u425138781
u563022345,follow,u425263052
u563022345,follow,u450630648
u563022345,follow,u502315142
u563022345,follow,u510047880
u563022345,follow,u825336607
u563022345,follow,u991254878
u563022345,follow,u1009413198
u564653953,follow,u21770069
u564653953,follow,u92403540
u564653953,follow,u93259719
u564653953,follow,u160466484
u564653953,follow,u516038414
u566141260,follow,u446987691
u567155716,follow,u857857747
u567510788,follow,u92403540
u568453926,follow,u42676920
u569879248,follow,u92403540
u571938412,follow,u413255529
u573690882,follow,u425380217
u574385968,follow,u92403540
u577422947,follow,u56326516
u577422947,follow,u1205923694
u581407038,follow,u173662542
u583205235,follow,u215216086
u583885189,follow,u56326516
u583885189,follow,u71366031
u583885189,follow,u78116487
u585439502,follow,u15271419
u585439502,follow,u48989220
u585439502,follow,u215216086
u585439502,follow,u418140622
u585439502,follow,u632742781
u585849333,follow,u517400735
u585968039,follow,u15271419
u585968039,follow,u29646177
u585968039,follow,u48182327
u585968039,follow,u54867711
u585968039,follow,u55819049
u585968039,follow,u56326516
u585968039,follow,u105429377
u585968039,follow,u134803800
u585968039,follow,u293394867
u585968039,follow,u326054560
u585968039,follow,u407101499
u585968039,follow,u415900150
u585968039,follow,u450630648
u585968039,follow,u503425054
u585968039,follow,u510047880
u585968039,follow,u517400735
u585968039,follow,u632742781
u585968039,follow,u851233315
u585968039,follow,u987068240
u585968039,follow,u1030992019
u585968039,follow,u1065760964
u587665339,follow,u92403540
u587665339,follow,u160466484
u587665339,follow,u187536784
u587665339,follow,u425138781
u587665339,follow,u706819428
u592579646,follow,u83236897
u592579646,follow,u439062828
u593546714,follow,u6684602
u593546714,follow,u144305807
u594651076,follow,u31102741
u594960544,follow,u373947833
u595539789,follow,u15271419
u595539789,follow,u56326516
u595539789,follow,u105429377
u595539789,follow,u134803800
u595539789,follow,u215216086
u595539789,follow,u349204176
u595539789,follow,u380319760
u595539789,follow,u421346603
u595539789,follow,u425380217
u595539789,follow,u547680256
u595539789,follow,u600090702
u595539789,follow,u632742781
u595539789,follow,u835342567
u595539789,follow,u1031110604
u595539789,follow,u1065760964
u597381176,follow,u92403540
u597381176,follow,u413332388
u599343100,follow,u92403540
u599940695,follow,u8933252
u599940695,follow,u14057516
u599940695,follow,u29646177
u599940695,follow,u38002859
u599940695,follow,u138438793
u599940695,follow,u288148846
u599940695,follow,u295168932
u599940695,follow,u405140479
u599940695,follow,u413233876
u599940695,follow,u465298629
u599940695,follow,u484179231
u599940695,follow,u488706826
u599940695,follow,u544470195
u599940695,follow,u851233315
u599940695,follow,u1092912044
u600090702,follow,u15271419
u600090702,follow,u48182327
u600090702,follow,u49319803
u600090702,follow,u72890647
u600090702,follow,u74156552
u600090702,follow,u105429377
u600090702,follow,u115955798
u600090702,follow,u134803800
u600090702,follow,u229298733
u600090702,follow,u233245609
u600090702,follow,u272876921
u600090702,follow,u290723075
u600090702,follow,u388348486
u600090702,follow,u418762910
u600090702,follow,u426178907
u600090702,follow,u429808930
u600090702,follow,u450630648
u600090702,follow,u451370524
u600090702,follow,u510047880
u600090702,follow,u513726022
u600090702,follow,u535333357
u600090702,follow,u595539789
u600090702,follow,u878747629
u600090702,follow,u920600658
u600090702,follow,u974190704
u600090702,follow,u1004883073
u600090702,follow,u1037384052
u601256893,follow,u439062828
u601810260,follow,u56345134
u602212821,follow,u22985259
u604758810,follow,u494266249
u607937852,follow,u92403540
u607937852,follow,u510047880
u607937852,follow,u600090702
u610896066,follow,u332389973
u610896066,follow,u388842116
u610896066,follow,u413255529
u611783684,follow,u22203964
u611783684,follow,u425380217
u613553896,follow,u92403540
u613553896,follow,u546885822
u613553896,follow,u632742781
u618382051,follow,u92403540
u618382051,follow,u425380217
u618382051,follow,u835342567
u620243872,follow,u242341704
u620243872,follow,u725675244
u620243872,follow,u792517914
u621741580,follow,u45307775
u621741580,follow,u104566770
u621741580,follow,u517400735
u621971039,follow,u632296235
u622239105,follow,u92403540
u622239105,follow,u373947833
u624543149,follow,u92403540
u627845498,follow,u110273768
u627845498,follow,u216522413
u627845498,follow,u558489220
u629208634,follow,u37889070
u629661106,follow,u92403540
u629661106,follow,u488706826
u630544784,follow,u161845690
u630544784,follow,u451033303
u632296235,follow,u67006908
u632296235,follow,u425380217
u632296235,follow,u621971039
u632419314,follow,u92403540
u632742781,follow,u15271419
u632742781,follow,u31102741
u632742781,follow,u48989220
u632742781,follow,u53025684
u632742781,follow,u56326516
u632742781,follow,u74156552
u632742781,follow,u93259719
u632742781,follow,u104897833
u632742781,follow,u105429377
u632742781,follow,u134803800
u632742781,follow,u210459173
u632742781,follow,u215216086
u632742781,follow,u272876921
u632742781,follow,u290723075
u632742781,follow,u293394867
u632742781,follow,u301919327
u632742781,follow,u344525772
u632742781,follow,u349204176
u632742781,follow,u351555225
u632742781,follow,u380319760
u632742781,follow,u381960133
u632742781,follow,u388348486
u632742781,follow,u407818010
u632742781,follow,u412601262
u632742781,follow,u416351352
u632742781,follow,u418153325
u632742781,follow,u423613846
u632742781,follow,u425138781
u632742781,follow,u425263052
u632742781,follow,u451033303
u632742781,follow,u453885595
u632742781,follow,u472778739
u632742781,follow,u480715104
u632742781,follow,u502315142
u632742781,follow,u509320296
u632742781,follow,u544470195
u632742781,follow,u560223770
u632742781,follow,u585439502
u632742781,follow,u585968039
u632742781,follow,u595539789
u632742781,follow,u613553896
u632742781,follow,u787115406
u632742781,follow,u835342567
u632742781,follow,u876501625
u632742781,follow,u984297403
u632742781,follow,u986163288
u632742781,follow,u1042842432
u632742781,follow,u1052685680
u632742781,follow,u1062916164
u632742781,follow,u1089293960
u632742781,follow,u1130960574
u702727668,follow,u22985259
u702727668,follow,u31102741
u702727668,follow,u104897833
u702727668,follow,u110273768
u702727668,follow,u117755159
u702727668,follow,u160466484
u702727668,follow,u183148817
u702727668,follow,u197347453
u702727668,follow,u215216086
u702727668,follow,u216522413
u702727668,follow,u349204176
u702727668,follow,u425380217
u702727668,follow,u450630648
u702727668,follow,u451033303
u702727668,follow,u517400735
u702727668,follow,u558489220
u702727668,follow,u787115406
u702727668,follow,u835342567
u705736374,follow,u423613846
u706819428,follow,u7470952
u706819428,follow,u22985259
u706819428,follow,u29646177
u706819428,follow,u48989220
u706819428,follow,u81056258
u706819428,follow,u92403540
u706819428,follow,u95452901
u706819428,follow,u104566770
u706819428,follow,u113487244
u706819428,follow,u173662542
u706819428,follow,u202555952
u706819428,follow,u204299339
u706819428,follow,u209128079
u706819428,follow,u217350735
u706819428,follow,u226197498
u706819428,follow,u245430145
u706819428,follow,u245953131
u706819428,follow,u379114417
u706819428,follow,u380172348
u706819428,follow,u390759955
u706819428,follow,u404987270
u706819428,follow,u428117425
u706819428,follow,u471992869
u706819428,follow,u496968634
u706819428,follow,u502315142
u706819428,follow,u517073805
u706819428,follow,u523331583
u706819428,follow,u587665339
u706819428,follow,u851233315
u706819428,follow,u852611210
u706819428,follow,u964996225
u706819428,follow,u1030992019
u706819428,follow,u1137300811
u706819428,follow,u1205923694
u707526853,follow,u451370524
u708429391,follow,u15271419
u708429391,follow,u29646177
u708429391,follow,u74156552
u711216631,follow,u92403540
u716206832,follow,u15271419
u716206832,follow,u92403540
u716206832,follow,u522582939
u718684188,follow,u187536784
u722214212,follow,u226197498
u722825599,follow,u92403540
u725675244,follow,u620243872
u733154665,follow,u92403540
u733154665,follow,u140030010
u733154665,follow,u187491410
u733154665,follow,u394628127
u733154665,follow,u551056105
u733154665,follow,u900040604
u734619301,follow,u110273768
u737616414,follow,u425380217
u737616414,follow,u484179231
u750948720,follow,u92403540
u750948720,follow,u558489220
u761723172,follow,u415073613
u762202957,follow,u92403540
u769388442,follow,u599940695
u770176435,follow,u42676920
u787115406,follow,u15271419
u787115406,follow,u54691030
u787115406,follow,u74156552
u787115406,follow,u215216086
u787115406,follow,u232560751
u787115406,follow,u290723075
u787115406,follow,u351555225
u787115406,follow,u388842116
u787115406,follow,u418153325
u787115406,follow,u418762910
u787115406,follow,u546039069
u787115406,follow,u632742781
u787115406,follow,u702727668
u787115406,follow,u878747629
u787115406,follow,u1062916164
u787115406,follow,u1065760964
u792517914,follow,u114849265
u792517914,follow,u365372541
u792517914,follow,u406162937
u792517914,follow,u552190256
u792517914,follow,u620243872
u792517914,follow,u877925696
u792517914,follow,u1037384052
u795590899,follow,u92403540
u800457696,follow,u140030010
u801510450,follow,u6684602
u801510450,follow,u56326516
u801510450,follow,u160466484
u801510450,follow,u394004577
u801510450,follow,u425138781
u806660965,follow,u131435310
u806660965,follow,u153324815
u810793700,follow,u22985259
u810793700,follow,u86561552
u810793700,follow,u110273768
u810793700,follow,u140410819
u810793700,follow,u160466484
u810793700,follow,u187536784
u810793700,follow,u197347453
u810793700,follow,u216522413
u810793700,follow,u369537903
u810793700,follow,u558489220
u810793700,follow,u1130960574
u813467726,follow,u67006908
u813467726,follow,u133447001
u813467726,follow,u262100774
u813467726,follow,u279644158
u825336607,follow,u6684602
u825336607,follow,u22985259
u825336607,follow,u55532545
u825336607,follow,u216522413
u825336607,follow,u401502696
u825336607,follow,u437363242
u825336607,follow,u450630648
u825336607,follow,u451370524
u825336607,follow,u502315142
u825336607,follow,u510047880
u825336607,follow,u517400735
u825336607,follow,u535140940
u825336607,follow,u563022345
u825336607,follow,u835342567
u833089766,follow,u15271419
u833089766,follow,u29646177
u833089766,follow,u104897833
u833089766,follow,u425263052
u833089766,follow,u428117425
u833089766,follow,u446590484
u833089766,follow,u471992869
u833089766,follow,u585968039
u833089766,follow,u621741580
u833089766,follow,u835342567
u833089766,follow,u991254878
u834186096,follow,u93259719
u834186096,follow,u516038414
u835342567,follow,u15271419
u835342567,follow,u21102000
u835342567,follow,u22985259
u835342567,follow,u48989220
u835342567,follow,u56345134
u835342567,follow,u93259719
u835342567,follow,u117755159
u835342567,follow,u134803800
u835342567,follow,u138438793
u835342567,follow,u183148817
u835342567,follow,u200482073
u835342567,follow,u215216086
u835342567,follow,u219346690
u835342567,follow,u223533298
u835342567,follow,u226197498
u835342567,follow,u250171190
u835342567,follow,u288148846
u835342567,follow,u290723075
u835342567,follow,u291403211
u835342567,follow,u349204176
u835342567,follow,u364277230
u835342567,follow,u364323869
u835342567,follow,u380319760
u835342567,follow,u401502696
u835342567,follow,u416351352
u835342567,follow,u421847529
u835342567,follow,u422226730
u835342567,follow,u423021992
u835342567,follow,u425263052
u835342567,follow,u428117425
u835342567,follow,u451370524
u835342567,follow,u455266133
u835342567,follow,u461010838
u835342567,follow,u464858061
u835342567,follow,u472778739
u835342567,follow,u488706826
u835342567,follow,u491690867
u835342567,follow,u495077879
u835342567,follow,u502315142
u835342567,follow,u510047880
u835342567,follow,u522582939
u835342567,follow,u526482947
u835342567,follow,u555420716
u835342567,follow,u595539789
u835342567,follow,u618382051
u835342567,follow,u632742781
u835342567,follow,u702727668
u835342567,follow,u825336607
u835342567,follow,u880855315
u835342567,follow,u932445193
u835342567,follow,u986163288
u835342567,follow,u991254878
u835342567,follow,u1011395167
u835342567,follow,u1042842432
u835342567,follow,u1065760964
u835342567,follow,u1072217274
u845102904,follow,u29646177
u845102904,follow,u56345134
u845102904,follow,u92403540
u845102904,follow,u279461605
u845102904,follow,u373947833
u851233315,follow,u29646177
u851233315,follow,u69892452
u851233315,follow,u104566770
u851233315,follow,u293394867
u851233315,follow,u407101499
u851233315,follow,u415900150
u851233315,follow,u416351352
u851233315,follow,u425380217
u851233315,follow,u453885595
u851233315,follow,u513726022
u851233315,follow,u585968039
u851233315,follow,u599940695
u851233315,follow,u706819428
u851233315,follow,u1030992019
u852611210,follow,u216522413
u852611210,follow,u349204176
u852611210,follow,u394004577
u852611210,follow,u558489220
u852611210,follow,u706819428
u852611210,follow,u1011395167
u852611210,follow,u1127430120
u857857747,follow,u554309481
u857857747,follow,u567155716
u858190442,follow,u517400735
u862068776,follow,u7046912
u862068776,follow,u15271419
u862114981,follow,u22203964
u862114981,follow,u410044683
u868757713,follow,u92403540
u868757713,follow,u216522413
u868757713,follow,u292565648
u868757713,follow,u364323869
u868757713,follow,u455266133
u868757713,follow,u517883021
u868757713,follow,u1065760964
